ORF,distance,meta
YPR070W,241.747414441,(TS1-37, 12/01/11, 11, 12)
YPL082C,241.676951873,(TS4-37, 12/02/11, 2, 23)
YCR077C,241.457652254,(TS4-37, 12/02/11, 10, 18)
YMR100W,241.449330495,(TS4-37, 12/02/11, 12, 18)
YHR161C,241.221421896,(6, 11/30/11, 2, 21)
YER010C,241.219329836,(4, 11/29/11, 11, 3)
YLR127C,240.370839369,(TS4-RT, 12/02/11, 15, 21)
YBR016W,240.348633235,(rmkDM, 06/19/12, 4, 7, 174.58431357459807),(1, 11/29/11, 15, 3, 306.11295289637263)
YGL228W,240.285928849,(5, 11/30/11, 4, 2)
YKL169C,240.282217685,(S2, 12/11/11, 2, 18, 256.2530802260506),(S2, 12/11/11, 14, 16, 224.31135514490933)
YMR268C,240.21765182,(TS3-37, 12/02/11, 4, 20)
YOR360C,240.189105176,(add4, 4/26/12, 5, 8)
YDL114W,240.118152342,(2, 11/29/11, 6, 19)
YNL002C,240.090805739,(TS2-37, 12/01/11, 4, 19)
YDL025C,239.767703126,(add4, 4/26/12, 8, 16, 328.39211595069662),(2, 11/29/11, 10, 18, 151.14329030100237)
YBL107C,239.637307461,(add1, 4/26/12, 14, 21, 184.74145468199916),(1, 11/29/11, 13, 5, 294.53316024065379)
YFL039C,239.582344726,(TS4-RT, 12/02/11, 3, 16)
YKL125W,239.137368063,(TS3-37, 12/02/11, 4, 10)
YER133W,239.082841097,(TS4-37, 12/02/11, 2, 18)
YDR509W,238.954710121,(4, 11/29/11, 11, 6)
YLR459W,238.875582701,(TS3-37, 12/02/11, 12, 4)
YDR195W,238.66447016,(S1, 11/19/11, 3, 20)
YFL050C,238.485450269,(4, 11/29/11, 12, 5)
YBL099W,238.448046302,(S2, 12/11/11, 8, 5)
YML067C,238.440835137,(10, 12/10/11, 5, 19)
YJR076C,238.291671506,(TS4-37, 12/02/11, 4, 20)
YPL139C,237.924040467,(13, 12/11/11, 12, 2)
YER155C,237.886035343,(add4, 4/26/12, 11, 13, 223.36746361647843),(rmkDM, 06/18/12, 7, 18, 293.50986381179916),(4, 11/29/11, 2, 7, 196.78077859960095)
YDR281C,237.632934109,(3, 11/19/11, 14, 22)
YCR021C,237.458819382,(2, 11/29/11, 11, 9)
YBR073W,237.312949319,(1, 11/29/11, 10, 20)
YJR032W,237.29813527,(7, 11/30/11, 6, 3)
YML023C,237.267312895,(TS2-RT, 12/01/11, 8, 5)
YGL065C,237.141099556,(TS3-RT, 12/02/11, 2, 4)
YOL123W,237.138559509,(TS3-RT, 12/02/11, 6, 19)
YCL055W,236.977727962,(2, 11/29/11, 7, 19)
YOR174W,236.949443961,(TS1-RT, 12/01/11, 13, 3)
YNL293W,236.880835727,(add4, 4/26/12, 8, 17, 232.22787321024043),(rmkDM, 06/18/12, 11, 9, 241.53379824414708)
YDR159W,236.879756263,(add1, 4/26/12, 2, 23, 236.2238253866696),(3, 11/19/11, 15, 23, 237.53568713878821)
YER143W,236.71047543,(4, 11/29/11, 2, 23)
YDL098C,236.704092885,(TS1-37, 12/01/11, 7, 23)
YIL004C,236.681954311,(TS3-37, 12/02/11, 2, 20)
YGR167W,236.617242866,(S1, 11/19/11, 10, 13)
YNL160W,236.457534529,(S1, 11/19/11, 10, 16, 341.17063456782324),(S2, 12/11/11, 6, 2, 131.74443449077219)
YGL112C,236.398278294,(TS3-RT, 12/02/11, 14, 18)
YGR159C,236.395131495,(S1, 11/19/11, 10, 22)
YMR276W,236.273670906,(11, 12/10/11, 7, 14)
YDR414C,236.101534616,(3, 11/19/11, 14, 13)
YEL051W,236.083799812,(S1, 11/19/11, 11, 9)
YDR283C,235.995385551,(S2, 12/11/11, 6, 10)
YLR377C,235.76892292,(9, 12/09/11, 10, 15)
YLL031C,235.766968513,(TS1-RT, 12/01/11, 12, 15)
YER034W,235.694761868,(4, 11/29/11, 15, 21)
YJL131C,235.686037343,(add1, 4/26/12, 3, 10, 255.9742571157559),(7, 11/30/11, 4, 2, 215.39781756944433)
YCL061C,235.643422667,(TS3-37, 12/02/11, 4, 8)
YPR086W,235.560740582,(TS2-RT, 12/01/11, 13, 2)
YKL048C,235.400146128,(rmkDM, 06/18/12, 3, 15, 221.14778891423404),(8, 11/30/11, 15, 18, 249.65250334167834)
YMR024W,235.240308977,(S2, 12/11/11, 4, 7)
YMR013C,235.2360183,(TS4-37, 12/02/11, 9, 4)
YJR065C,235.228981061,(TS4-RT, 12/02/11, 5, 19)
YMR179W,235.221218221,(rmkDM, 06/18/12, 13, 6, 269.3499265667927),(10, 12/10/11, 6, 3, 201.09250987551073)
YBR109C,234.591396384,(TS4-37, 12/02/11, 15, 16)
YJL115W,234.529385609,(TS1-RT, 12/01/11, 8, 20)
YLR116W,234.46748396,(TS4-RT, 12/02/11, 4, 6)
YBL035C,234.405868715,(TS3-37, 12/02/11, 6, 8)
YJL024C,234.340513431,(7, 11/30/11, 9, 7)
YHR188C,234.285044768,(TS2-37, 12/01/11, 12, 22)
YHL025W,234.256423874,(add4, 4/26/12, 13, 6)
YJL053W,234.206252904,(add4, 4/26/12, 14, 22, 217.06750345026558),(rmkDM, 06/18/12, 5, 6, 260.96837752099981),(rmkDM, 06/18/12, 7, 3, 261.65371070310124),(7, 11/30/11, 13, 19, 197.13541993990847)
YLR056W,234.143481709,(TS1-37, 12/01/11, 6, 18)
YBR070C,234.101502694,(TS2-RT, 12/01/11, 2, 8)
YHR191C,234.00574462,(6, 11/30/11, 4, 15, 234.00574461983504)
YKL213C,233.955882008,(8, 11/30/11, 6, 12, 233.95588200773582)
YJR007W,233.874780162,(TS2-RT, 12/01/11, 12, 2)
YAL021C,233.800417998,(S1, 11/19/11, 11, 16, 219.25776842596511),(S1, 11/19/11, 13, 5, 248.34306756930368)
YLR226W,233.799770921,(S2, 12/11/11, 9, 15)
YHR186C,233.678709768,(TS2-37, 12/01/11, 13, 12)
YAL031C,233.673322528,(add4, 4/26/12, 2, 23, 454.28412200288369),(rmkDM, 06/19/12, 6, 15, 124.08699276520196),(1, 11/29/11, 5, 2, 122.64885281532928)
